Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,line,name,mold_name,time,date,count,working,emergency_stop,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,molten_volume,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,upper_mold_temp3,lower_mold_temp1,lower_mold_temp2,lower_mold_temp3,sleeve_temperature,physical_strength,Coolant_temperature,EMS_operation_time,tryshot_signal,mold_code,heating_furnace,anomalyornot,anomaly_detail,probability,passorfail,registration_time,shap1,shap2,shap3
8793,8793,8793,8793,88746,0,0,0,12,6114,138,0,0,730.0,118,120,110.0,112.0,,332.0,54.0,196.0,184.0,1449.0,183.0,246.0,1449.0,329.0,711.0,32.0,0,1,8917,1,,,0.0069408294741541,,2019-03-25 13:00:54,sleeve_temperature,lower_mold_temp1,Coolant_temperature
8794,8794,8794,8794,88748,0,0,0,12,6130,139,0,0,731.0,122,120,110.0,114.0,,332.0,53.0,195.0,184.0,1449.0,182.0,246.0,1449.0,329.0,719.0,32.0,0,1,8917,1,,,0.0116289901684585,,2019-03-25 13:02:54,sleeve_temperature,lower_mold_temp1,molten_temp
8795,8795,8795,8795,88750,0,0,0,12,6147,140,0,0,732.0,119,132,109.0,112.0,,332.0,55.0,190.0,184.0,1449.0,180.0,238.0,1449.0,329.0,721.0,32.0,0,1,8917,1,,,0.0212286718657622,,2019-03-25 13:05:07,sleeve_temperature,molten_temp,lower_mold_temp1
8796,8796,8796,8796,88752,0,0,0,12,6163,141,0,0,732.0,133,120,109.0,113.0,,332.0,52.0,192.0,184.0,1449.0,180.0,242.0,1449.0,327.0,719.0,32.0,0,1,8917,1,,,0.0125393268049821,,2019-03-25 13:07:07,sleeve_temperature,lower_mold_temp1,molten_temp
8797,8797,8797,8797,88754,0,0,0,12,6180,142,0,0,732.0,120,120,110.0,113.0,,332.0,52.0,194.0,184.0,1449.0,181.0,245.0,1449.0,323.0,721.0,32.0,0,1,8917,1,,,0.0125393268049821,,2019-03-25 13:09:08,sleeve_temperature,lower_mold_temp1,molten_temp
8798,8798,8798,8798,88756,0,0,0,12,6196,143,0,0,733.0,120,121,110.0,112.0,,332.0,51.0,194.0,184.0,1449.0,182.0,245.0,1449.0,324.0,717.0,32.0,0,1,8917,1,,,0.0070979188169653,,2019-03-25 13:11:13,sleeve_temperature,molten_temp,lower_mold_temp1
8799,8799,8799,8799,88758,0,0,0,12,6211,144,0,0,732.0,119,120,110.0,112.0,,332.0,56.0,195.0,184.0,1449.0,182.0,246.0,1449.0,327.0,715.0,32.0,0,1,8917,1,,,0.0101724968535165,,2019-03-25 13:13:09,sleeve_temperature,molten_temp,lower_mold_temp1
8800,8800,8800,8800,88760,0,0,0,12,6226,145,0,0,732.0,121,121,109.0,112.0,,332.0,51.0,195.0,184.0,1449.0,182.0,248.0,1449.0,327.0,720.0,32.0,0,1,8917,1,,,0.0070979188169653,,2019-03-25 13:15:10,sleeve_temperature,molten_temp,lower_mold_temp1
8801,8801,8801,8801,88762,0,0,0,12,6243,146,0,0,731.0,118,121,110.0,112.0,,332.0,53.0,195.0,184.0,1449.0,182.0,249.0,1449.0,324.0,724.0,32.0,0,1,8917,1,,,0.0150305615157387,,2019-03-25 13:17:12,sleeve_temperature,molten_temp,lower_mold_temp1
8802,8802,8802,8802,88763,0,0,0,12,6258,147,0,0,731.0,121,120,110.0,113.0,,332.0,53.0,195.0,184.0,1449.0,183.0,249.0,1449.0,321.0,728.0,32.0,0,1,8917,1,,,0.0111992214175479,,2019-03-25 13:19:11,sleeve_temperature,lower_mold_temp1,molten_temp
8803,8803,8803,8803,88764,0,0,0,12,6275,148,0,0,729.0,119,121,110.0,112.0,,332.0,55.0,193.0,184.0,1449.0,182.0,242.0,1449.0,319.0,711.0,32.0,0,1,8917,1,,,0.0105263543679769,,2019-03-25 13:21:18,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
8804,8804,8804,8804,88766,0,0,0,12,6290,149,0,0,729.0,120,121,110.0,112.0,,332.0,50.0,194.0,184.0,1449.0,182.0,243.0,1449.0,317.0,717.0,32.0,0,1,8917,1,,,0.0048772002382433,,2019-03-25 13:23:13,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8805,8805,8805,8805,88768,0,0,0,12,6305,150,0,0,729.0,120,122,110.0,113.0,,332.0,53.0,193.0,184.0,1449.0,182.0,245.0,1449.0,315.0,729.0,32.0,0,1,8917,1,,,0.0077181967014607,,2019-03-25 13:25:14,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8806,8806,8806,8806,88770,0,0,0,12,6321,151,0,0,729.0,122,122,110.0,113.0,,332.0,52.0,193.0,184.0,1449.0,182.0,241.0,1449.0,319.0,724.0,32.0,0,1,8917,1,,,0.0077181967014607,,2019-03-25 13:27:16,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8807,8807,8807,8807,88772,0,0,0,12,6339,152,0,0,732.0,121,122,110.0,113.0,,332.0,54.0,193.0,184.0,1449.0,181.0,243.0,1449.0,318.0,727.0,32.0,0,1,8917,1,,,0.0183424240493885,,2019-03-25 13:29:18,sleeve_temperature,molten_temp,lower_mold_temp1
8808,8808,8808,8808,88774,0,0,0,12,6357,153,0,0,733.0,122,121,110.0,112.0,,332.0,50.0,194.0,184.0,1449.0,182.0,246.0,1449.0,314.0,733.0,32.0,0,1,8917,1,,,0.0070979188169653,,2019-03-25 13:31:19,sleeve_temperature,molten_temp,lower_mold_temp1
8809,8809,8809,8809,88776,0,0,0,12,6373,154,0,0,733.0,120,123,110.0,113.0,,332.0,53.0,193.0,184.0,1449.0,181.0,245.0,1449.0,316.0,726.0,32.0,0,1,8917,1,,,0.0108579911114157,,2019-03-25 13:33:22,sleeve_temperature,lower_mold_temp1,molten_temp
8810,8810,8810,8810,88778,0,0,0,12,6390,155,0,0,733.0,141,135,110.0,112.0,,332.0,52.0,187.0,184.0,1449.0,179.0,240.0,1449.0,317.0,708.0,32.0,0,1,8917,1,,,0.009623368829309,,2019-03-25 13:35:37,sleeve_temperature,lower_mold_temp1,molten_temp
8811,8811,8811,8811,88780,0,0,0,12,6419,156,0,0,731.0,116,218,110.0,112.0,,332.0,55.0,153.0,184.0,1449.0,163.0,207.0,1449.0,305.0,728.0,32.0,0,1,8917,0,,,0.0433280639514206,,2019-03-25 13:39:16,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8812,8812,8812,8812,88782,0,0,0,12,6434,157,0,0,731.0,219,117,110.0,113.0,,332.0,55.0,174.0,184.0,1449.0,171.0,220.0,1449.0,303.0,722.0,32.0,0,1,8917,0,,,0.0159740773336336,,2019-03-25 13:41:13,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8813,8813,8813,8813,88784,0,0,0,12,6448,158,0,0,730.0,117,119,110.0,112.0,,332.0,55.0,186.0,184.0,1449.0,176.0,230.0,1449.0,311.0,731.0,32.0,0,1,8917,0,,,0.0447419626189221,,2019-03-25 13:43:12,lower_mold_temp1,sleeve_temperature,facility_operation_cycleTime
8814,8814,8814,8814,88786,0,0,0,12,6464,159,0,0,729.0,119,120,110.0,112.0,,332.0,56.0,191.0,184.0,1449.0,179.0,237.0,1449.0,315.0,732.0,32.0,0,1,8917,0,,,0.0077753801000294,,2019-03-25 13:45:13,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
8815,8815,8815,8815,88788,0,0,0,12,6478,160,0,0,730.0,119,123,110.0,112.0,,332.0,53.0,193.0,184.0,1449.0,179.0,239.0,1449.0,314.0,729.0,32.0,0,1,8917,0,,,0.0100213653910716,,2019-03-25 13:47:15,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
8816,8816,8816,8816,88790,0,0,0,12,6494,161,0,0,730.0,122,121,110.0,113.0,,332.0,50.0,194.0,184.0,1449.0,180.0,242.0,1449.0,317.0,721.0,32.0,0,1,8917,0,,,0.0061694397395243,,2019-03-25 13:49:16,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8817,8817,8817,8817,88792,0,0,0,12,6510,162,0,0,730.0,120,122,110.0,113.0,,332.0,51.0,194.0,184.0,1449.0,181.0,243.0,1449.0,318.0,718.0,33.0,0,1,8917,0,,,0.0061694397395243,,2019-03-25 13:51:20,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8818,8818,8818,8818,88794,0,0,0,12,6527,163,0,0,730.0,122,121,110.0,112.0,,333.0,52.0,194.0,184.0,1449.0,182.0,244.0,1449.0,319.0,708.0,33.0,0,1,8917,0,,,0.0068381208006957,,2019-03-25 13:53:20,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8819,8819,8819,8819,88796,0,0,0,12,6542,164,0,0,731.0,121,119,110.0,113.0,,331.0,50.0,195.0,184.0,1449.0,182.0,246.0,1449.0,319.0,706.0,33.0,0,1,8917,0,,,0.0079977691197499,,2019-03-25 13:55:19,sleeve_temperature,molten_temp,lower_mold_temp1
8820,8820,8820,8820,88798,0,0,0,12,6559,165,0,0,731.0,118,119,110.0,113.0,,332.0,49.0,195.0,184.0,1449.0,183.0,247.0,1449.0,320.0,704.0,33.0,0,1,8917,0,,,0.0079977691197499,,2019-03-25 13:57:18,sleeve_temperature,molten_temp,lower_mold_temp1
8821,8821,8821,8821,88800,0,0,0,12,6575,166,0,0,731.0,118,123,110.0,113.0,,332.0,52.0,193.0,184.0,1449.0,183.0,246.0,1449.0,316.0,734.0,33.0,0,1,8917,0,,,0.014659089415305,,2019-03-25 13:59:20,sleeve_temperature,molten_temp,lower_mold_temp1
8822,8822,8822,8822,88802,0,0,0,12,6591,167,0,0,730.0,122,120,110.0,113.0,,332.0,50.0,193.0,184.0,1449.0,183.0,247.0,1449.0,314.0,724.0,33.0,0,1,8917,0,,,0.005497073983383,,2019-03-25 14:01:20,sleeve_temperature,lower_mold_temp1,cast_pressure
8823,8823,8823,8823,88804,0,0,0,12,6609,168,0,0,730.0,120,122,110.0,112.0,,332.0,52.0,192.0,184.0,1449.0,183.0,247.0,1449.0,308.0,716.0,33.0,0,1,8917,0,,,0.0068381208006957,,2019-03-25 14:03:22,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
8824,8824,8824,8824,88806,0,0,0,12,6625,169,0,0,729.0,122,119,110.0,112.0,,332.0,56.0,192.0,184.0,1449.0,183.0,248.0,1449.0,309.0,715.0,33.0,0,1,8917,0,,,0.0069408294741541,,2019-03-25 14:05:21,sleeve_temperature,lower_mold_temp1,cast_pressure
8825,8825,8825,8825,88809,0,0,0,12,6642,170,0,0,729.0,119,139,110.0,113.0,,332.0,50.0,186.0,184.0,1449.0,179.0,235.0,1449.0,309.0,718.0,33.0,0,1,8917,0,,,0.0080746062705548,,2019-03-25 14:07:40,sleeve_temperature,lower_mold_temp1,molten_temp
8826,8826,8826,8826,88811,0,0,0,12,6657,171,0,0,729.0,138,118,110.0,112.0,,332.0,54.0,190.0,184.0,1449.0,181.0,241.0,1449.0,311.0,718.0,33.0,0,1,8917,0,,,0.0103917413895835,,2019-03-25 14:09:39,sleeve_temperature,lower_mold_temp1,cast_pressure
8827,8827,8827,8827,88813,0,0,0,12,6672,172,0,0,729.0,118,120,110.0,112.0,,331.0,53.0,192.0,184.0,1449.0,182.0,242.0,1449.0,314.0,730.0,33.0,0,1,8917,0,,,0.0068266760137731,,2019-03-25 14:11:39,sleeve_temperature,lower_mold_temp1,Coolant_temperature
8828,8828,8828,8828,88815,0,0,0,12,6694,173,0,0,730.0,107,120,110.0,112.0,,334.0,54.0,169.0,184.0,1449.0,174.0,225.0,1449.0,307.0,679.0,33.0,0,1,8917,0,,,0.0603965584981607,,2019-03-25 14:14:37,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8829,8829,8829,8829,88817,0,0,0,12,6708,174,0,0,730.0,144,118,110.0,112.0,,332.0,52.0,181.0,184.0,1449.0,179.0,234.0,1449.0,304.0,729.0,33.0,0,1,8917,0,,,0.0102214161364121,,2019-03-25 14:16:38,sleeve_temperature,lower_mold_temp1,cast_pressure
8830,8830,8830,8830,88819,0,0,0,12,6722,175,0,0,731.0,117,122,110.0,112.0,,331.0,51.0,187.0,184.0,1449.0,180.0,240.0,1449.0,309.0,721.0,33.0,0,1,8917,0,,,0.0212981163966546,,2019-03-25 14:18:41,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
8831,8831,8831,8831,88821,0,0,0,12,6737,176,0,0,731.0,122,121,110.0,112.0,,332.0,55.0,190.0,184.0,1449.0,181.0,242.0,1449.0,315.0,708.0,33.0,0,1,8917,0,,,0.0114101682685403,,2019-03-25 14:20:39,sleeve_temperature,lower_mold_temp1,molten_temp
8832,8832,8832,8832,88823,0,0,0,12,6750,177,0,0,731.0,120,121,110.0,112.0,,331.0,54.0,191.0,184.0,1449.0,182.0,244.0,1449.0,319.0,699.0,33.0,0,1,8917,0,,,0.0127948890272418,,2019-03-25 14:22:39,sleeve_temperature,lower_mold_temp1,molten_temp
8833,8833,8833,8833,88825,0,0,0,12,6762,178,0,0,732.0,120,122,110.0,112.0,,331.0,55.0,191.0,184.0,1449.0,182.0,242.0,1449.0,321.0,718.0,33.0,0,1,8917,0,,,0.0145377511002708,,2019-03-25 14:24:41,sleeve_temperature,molten_temp,lower_mold_temp1
8834,8834,8834,8834,88827,0,0,0,12,6777,179,0,0,731.0,122,121,110.0,112.0,,332.0,50.0,190.0,184.0,1449.0,182.0,242.0,1449.0,316.0,717.0,33.0,0,1,8917,0,,,0.0070979188169653,,2019-03-25 14:26:45,sleeve_temperature,molten_temp,lower_mold_temp1
8835,8835,8835,8835,88829,0,0,0,12,6790,180,0,0,731.0,121,122,110.0,112.0,,332.0,54.0,191.0,184.0,1449.0,182.0,244.0,1449.0,318.0,715.0,33.0,0,1,8917,0,,,0.0145377511002708,,2019-03-25 14:28:45,sleeve_temperature,molten_temp,lower_mold_temp1
8836,8836,8836,8836,88831,0,0,0,12,6805,181,0,0,731.0,121,121,110.0,113.0,,333.0,53.0,191.0,184.0,1449.0,182.0,246.0,1449.0,316.0,715.0,33.0,0,1,8917,0,,,0.011217913892114,,2019-03-25 14:30:46,sleeve_temperature,lower_mold_temp1,molten_temp
8837,8837,8837,8837,88833,0,0,0,12,6817,182,0,0,730.0,121,121,110.0,112.0,,332.0,54.0,192.0,184.0,1449.0,183.0,246.0,1449.0,316.0,720.0,33.0,0,1,8917,0,,,0.0069524642974082,,2019-03-25 14:32:47,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8838,8838,8838,8838,88835,0,0,0,12,6832,183,0,0,729.0,120,121,110.0,112.0,,332.0,54.0,192.0,184.0,1449.0,183.0,246.0,1449.0,318.0,722.0,33.0,0,1,8917,0,,,0.0069524642974082,,2019-03-25 14:34:48,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8839,8839,8839,8839,88837,0,0,0,12,6845,184,0,0,729.0,121,121,110.0,112.0,,331.0,51.0,192.0,184.0,1449.0,183.0,245.0,1449.0,322.0,717.0,33.0,0,1,8917,0,,,0.0048772002382433,,2019-03-25 14:36:49,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8840,8840,8840,8840,88839,0,0,0,12,6858,185,0,0,728.0,120,121,110.0,112.0,,332.0,52.0,191.0,184.0,1449.0,183.0,246.0,1449.0,321.0,714.0,33.0,0,1,8917,0,,,0.0057363516374473,,2019-03-25 14:38:50,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
8841,8841,8841,8841,88841,0,0,0,12,6871,186,0,0,729.0,121,121,110.0,112.0,,332.0,52.0,192.0,184.0,1449.0,183.0,246.0,1449.0,305.0,717.0,33.0,0,1,8917,0,,,0.0068381208006957,,2019-03-25 14:40:51,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
8842,8842,8842,8842,88843,0,0,0,12,6886,187,0,0,729.0,121,121,110.0,112.0,,331.0,53.0,191.0,184.0,1449.0,183.0,248.0,1449.0,298.0,734.0,33.0,0,1,8917,0,,,0.0068381208006957,,2019-03-25 14:42:53,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8843,8843,8843,8843,88845,0,0,0,12,6900,188,0,0,730.0,120,122,110.0,112.0,,332.0,52.0,191.0,184.0,1449.0,182.0,248.0,1449.0,292.0,725.0,33.0,0,1,8917,0,,,0.0068381208006957,,2019-03-25 14:44:54,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
8844,8844,8844,8844,88847,0,0,0,12,6916,189,0,0,731.0,121,122,110.0,112.0,,332.0,55.0,190.0,185.0,1449.0,183.0,248.0,1449.0,291.0,718.0,33.0,0,1,8917,0,,,0.0145377511002708,,2019-03-25 14:46:56,sleeve_temperature,molten_temp,lower_mold_temp1
8845,8845,8845,8845,88849,0,0,0,12,6936,190,0,0,731.0,100,122,110.0,112.0,,331.0,52.0,175.0,184.0,1449.0,177.0,233.0,1449.0,283.0,717.0,33.0,0,1,8917,0,,,0.0365720052956714,,2019-03-25 14:49:36,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8846,8846,8846,8846,88851,0,0,0,12,6953,191,0,0,731.0,135,120,110.0,112.0,,331.0,55.0,181.0,185.0,1449.0,179.0,239.0,1449.0,291.0,721.0,33.0,0,1,8917,0,,,0.0113911591300097,,2019-03-25 14:51:36,sleeve_temperature,lower_mold_temp1,molten_temp
8847,8847,8847,8847,88853,0,0,0,12,6966,192,0,0,731.0,120,121,110.0,112.0,,332.0,51.0,187.0,184.0,1449.0,181.0,242.0,1449.0,302.0,729.0,33.0,0,1,8917,0,,,0.0079512062997135,,2019-03-25 14:53:36,sleeve_temperature,lower_mold_temp1,molten_temp
8848,8848,8848,8848,88855,0,0,0,12,6981,193,0,0,731.0,121,122,110.0,112.0,,332.0,54.0,189.0,184.0,1449.0,182.0,245.0,1449.0,310.0,722.0,33.0,0,1,8917,0,,,0.0145377511002708,,2019-03-25 14:55:38,sleeve_temperature,molten_temp,lower_mold_temp1
8849,8849,8849,8849,88857,0,0,0,12,6994,194,0,0,730.0,121,122,110.0,112.0,,331.0,52.0,190.0,184.0,1449.0,182.0,246.0,1449.0,315.0,711.0,32.0,0,1,8917,0,,,0.0068381208006957,,2019-03-25 14:57:40,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
8850,8850,8850,8850,88860,0,0,0,12,7021,195,0,0,731.0,121,202,110.0,112.0,,332.0,51.0,159.0,184.0,1449.0,168.0,216.0,1449.0,296.0,707.0,32.0,0,1,8917,1,,,0.0218892482554143,,2019-03-25 15:01:01,sleeve_temperature,lower_mold_temp1,cast_pressure
8851,8851,8851,8851,88862,0,0,0,12,7036,196,0,0,730.0,201,117,110.0,112.0,,332.0,55.0,176.0,184.0,1449.0,174.0,228.0,1449.0,304.0,730.0,33.0,0,1,8917,1,,,0.017003716757594,,2019-03-25 15:02:59,lower_mold_temp1,sleeve_temperature,facility_operation_cycleTime
8852,8852,8852,8852,88864,0,0,0,12,7051,197,0,0,730.0,117,120,110.0,112.0,,331.0,52.0,186.0,184.0,1449.0,178.0,236.0,1449.0,314.0,714.0,32.0,0,1,8917,1,,,0.0135833157119329,,2019-03-25 15:04:59,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8853,8853,8853,8853,88866,0,0,0,12,7066,198,0,0,731.0,120,121,110.0,112.0,,332.0,51.0,191.0,184.0,1449.0,180.0,240.0,1449.0,319.0,715.0,33.0,0,1,8917,1,,,0.0079512062997135,,2019-03-25 15:07:01,sleeve_temperature,lower_mold_temp1,molten_temp
8854,8854,8854,8854,88868,0,0,0,12,7082,199,0,0,731.0,121,121,110.0,112.0,,332.0,50.0,194.0,184.0,1449.0,181.0,243.0,1449.0,322.0,719.0,33.0,0,1,8917,1,,,0.0079512062997135,,2019-03-25 15:09:02,sleeve_temperature,lower_mold_temp1,molten_temp
8855,8855,8855,8855,88870,0,0,0,12,7098,200,0,0,729.0,120,120,110.0,112.0,,332.0,50.0,194.0,184.0,1449.0,182.0,245.0,1449.0,314.0,716.0,33.0,0,1,8917,1,,,0.0048690213037639,,2019-03-25 15:11:02,sleeve_temperature,lower_mold_temp1,cast_pressure
8856,8856,8856,8856,88872,0,0,0,12,7115,201,0,0,729.0,120,123,110.0,112.0,,331.0,53.0,194.0,184.0,1449.0,182.0,246.0,1449.0,320.0,733.0,33.0,0,1,8917,1,,,0.0059067392255258,,2019-03-25 15:13:05,sleeve_temperature,lower_mold_temp1,upper_mold_temp1
8857,8857,8857,8857,88874,0,0,0,12,7134,202,0,0,731.0,123,139,110.0,112.0,,331.0,53.0,187.0,184.0,1449.0,179.0,240.0,1449.0,315.0,700.0,33.0,0,1,8917,1,,,0.0120857772260166,,2019-03-25 15:15:24,sleeve_temperature,lower_mold_temp1,molten_temp
8858,8858,8858,8858,88876,0,0,0,12,7151,203,0,0,731.0,139,118,110.0,112.0,,331.0,55.0,191.0,184.0,1449.0,182.0,245.0,1449.0,318.0,718.0,33.0,0,1,8917,1,,,0.0101724968535165,,2019-03-25 15:17:22,sleeve_temperature,molten_temp,lower_mold_temp1
8859,8859,8859,8859,88878,0,0,0,12,7168,204,0,0,732.0,117,117,110.0,112.0,,331.0,46.0,197.0,185.0,1449.0,184.0,250.0,1449.0,321.0,728.0,33.0,0,1,8917,1,,,0.0125914219995203,,2019-03-25 15:19:19,sleeve_temperature,facility_operation_cycleTime,molten_temp
8860,8860,8860,8860,88879,0,0,0,12,7186,205,0,0,733.0,116,116,110.0,112.0,,332.0,46.0,199.0,185.0,1449.0,185.0,252.0,1449.0,328.0,716.0,33.0,0,1,8917,1,,,0.0125914219995203,,2019-03-25 15:21:16,sleeve_temperature,molten_temp,facility_operation_cycleTime
8861,8861,8861,8861,88881,0,0,0,12,7201,206,0,0,733.0,116,117,110.0,112.0,,332.0,51.0,198.0,185.0,1449.0,185.0,253.0,1449.0,329.0,715.0,33.0,0,1,8917,1,,,0.0125914219995203,,2019-03-25 15:23:12,sleeve_temperature,molten_temp,facility_operation_cycleTime
8862,8862,8862,8862,88883,0,0,0,12,7217,207,0,0,733.0,116,116,110.0,112.0,,331.0,52.0,199.0,185.0,1449.0,186.0,255.0,1449.0,328.0,719.0,33.0,0,1,8917,1,,,0.0175990599440384,,2019-03-25 15:25:08,sleeve_temperature,lower_mold_temp1,molten_temp
8863,8863,8863,8863,88885,0,0,0,12,7233,208,0,0,733.0,116,116,110.0,112.0,,332.0,47.0,200.0,185.0,1449.0,186.0,254.0,1449.0,331.0,718.0,33.0,0,1,8917,1,,,0.0125914219995203,,2019-03-25 15:27:05,sleeve_temperature,molten_temp,facility_operation_cycleTime
8864,8864,8864,8864,88891,0,0,0,12,7320,209,0,0,729.0,116,116,110.0,112.0,,144.0,45.0,98.0,182.0,1449.0,135.0,127.0,1449.0,255.0,715.0,33.0,0,0,8917,1,,,0.9862571727500964,,2019-03-25 15:38:18,cast_pressure,lower_mold_temp1,sleeve_temperature
8865,8865,8865,8865,88893,0,0,0,12,7335,210,0,0,729.0,147,116,110.0,112.0,,332.0,44.0,132.0,182.0,1449.0,149.0,164.0,1449.0,268.0,715.0,33.0,0,0,8917,1,,,0.0306609023504739,,2019-03-25 15:40:14,lower_mold_temp1,sleeve_temperature,cast_pressure
8866,8866,8866,8866,88895,0,0,0,12,7351,211,0,0,729.0,114,116,110.0,112.0,,332.0,45.0,165.0,181.0,1449.0,163.0,198.0,1449.0,291.0,712.0,33.0,0,1,8917,1,,,0.0783305452517017,,2019-03-25 15:42:11,lower_mold_temp1,sleeve_temperature,facility_operation_cycleTime
8867,8867,8867,8867,88897,0,0,0,12,7366,212,0,0,730.0,116,117,110.0,112.0,,332.0,45.0,180.0,181.0,1449.0,170.0,217.0,1449.0,310.0,731.0,33.0,0,1,8917,1,,,0.0789842074849539,,2019-03-25 15:44:08,lower_mold_temp1,sleeve_temperature,facility_operation_cycleTime
8868,8868,8868,8868,88899,0,0,0,12,7382,213,0,0,731.0,117,116,110.0,112.0,,331.0,50.0,188.0,181.0,1449.0,175.0,232.0,1449.0,314.0,715.0,33.0,0,1,8917,1,,,0.0317223520261804,,2019-03-25 15:46:05,lower_mold_temp1,sleeve_temperature,facility_operation_cycleTime
8869,8869,8869,8869,88901,0,0,0,12,7397,214,0,0,732.0,115,117,110.0,112.0,,332.0,48.0,193.0,181.0,1449.0,178.0,241.0,1449.0,318.0,707.0,33.0,0,1,8917,1,,,0.0187985705660416,,2019-03-25 15:48:00,sleeve_temperature,lower_mold_temp1,molten_temp
8870,8870,8870,8870,88904,0,0,0,12,7416,215,0,0,732.0,129,117,110.0,112.0,,332.0,50.0,165.0,181.0,1449.0,169.0,222.0,1449.0,311.0,708.0,33.0,0,1,8917,1,,,0.0132902908151204,,2019-03-25 15:51:13,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
8871,8871,8871,8871,88906,0,0,0,12,7430,216,0,0,733.0,133,116,110.0,112.0,,332.0,48.0,179.0,182.0,1449.0,175.0,234.0,1449.0,312.0,712.0,33.0,0,1,8917,1,,,0.0091256771915392,,2019-03-25 15:53:09,lower_mold_temp1,sleeve_temperature,production_cycletime
8872,8872,8872,8872,88908,0,0,0,12,7446,217,0,0,733.0,115,116,110.0,112.0,,332.0,47.0,188.0,182.0,1449.0,179.0,242.0,1449.0,315.0,731.0,33.0,0,1,8917,1,,,0.0187985705660416,,2019-03-25 15:55:07,sleeve_temperature,lower_mold_temp1,molten_temp
8873,8873,8873,8873,88910,0,0,0,12,7462,218,0,0,731.0,116,117,110.0,112.0,,332.0,48.0,192.0,182.0,1449.0,180.0,246.0,1449.0,316.0,715.0,33.0,0,1,8917,1,,,0.0187985705660416,,2019-03-25 15:57:03,sleeve_temperature,lower_mold_temp1,molten_temp
8874,8874,8874,8874,88912,0,0,0,12,7477,219,0,0,732.0,117,116,110.0,112.0,,332.0,52.0,194.0,182.0,1449.0,182.0,249.0,1449.0,319.0,714.0,33.0,0,1,8917,1,,,0.0175990599440384,,2019-03-25 15:58:59,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
8875,8875,8875,8875,88914,0,0,0,12,7494,220,0,0,731.0,116,117,110.0,112.0,,332.0,50.0,195.0,182.0,1449.0,183.0,252.0,1449.0,321.0,716.0,33.0,0,1,8917,1,,,0.0125914219995203,,2019-03-25 16:00:56,sleeve_temperature,molten_temp,facility_operation_cycleTime
8876,8876,8876,8876,88916,0,0,0,12,7509,221,0,0,730.0,116,117,110.0,112.0,,332.0,47.0,195.0,183.0,1449.0,183.0,253.0,1449.0,320.0,720.0,33.0,0,1,8917,1,,,0.0086669595124309,,2019-03-25 16:02:53,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
8877,8877,8877,8877,88917,0,0,0,12,7524,222,0,0,729.0,117,117,110.0,112.0,,332.0,51.0,195.0,183.0,1449.0,184.0,254.0,1449.0,321.0,719.0,33.0,0,1,8917,1,,,0.0086669595124309,,2019-03-25 16:04:50,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
8878,8878,8878,8878,88919,0,0,0,12,7537,223,0,0,728.0,116,117,110.0,112.0,,332.0,48.0,194.0,183.0,1449.0,184.0,255.0,1449.0,319.0,716.0,33.0,0,1,8917,1,,,0.007272682640139,,2019-03-25 16:06:47,sleeve_temperature,facility_operation_cycleTime,lower_mold_temp1
8879,8879,8879,8879,88921,0,0,0,12,7550,224,0,0,728.0,116,116,110.0,113.0,,331.0,49.0,195.0,183.0,1449.0,185.0,255.0,1449.0,319.0,714.0,33.0,0,1,8917,1,,,0.009051116734518,,2019-03-25 16:08:44,sleeve_temperature,lower_mold_temp1,facility_operation_cycleTime
